epoch,step,train_loss_epoch,train_loss_step,val_f1,val_loss,val_precision,val_recall
0,30,,,0.0,0.003065837547183037,0.0,0.0
0,30,0.12188633531332016,,,,,
1,49,,0.0016819844022393227,,,,
1,61,,,0.0,4.4071221054764464e-05,0.0,0.0
1,61,0.03492586314678192,,,,,
2,92,,,0.0,0.0026224907487630844,0.0,0.0
2,92,0.029186682775616646,,,,,
3,99,,0.032563257962465286,,,,
3,123,,,0.0,5.388091813074425e-05,0.0,0.0
3,123,0.015809759497642517,,,,,
4,149,,0.0008263749186880887,,,,
4,154,,,0.0,0.0008565624593757093,0.0,0.0
4,154,0.014333287253975868,,,,,
5,185,,,0.0,0.00028431645478121936,0.0,0.0
5,185,0.012553664855659008,,,,,
6,199,,0.024960845708847046,,,,
6,216,,,0.0,0.0004195852961856872,0.0,0.0
6,216,0.015081356279551983,,,,,
7,247,,,0.0,0.0012009860947728157,0.0,0.0
7,247,0.014198897406458855,,,,,
8,249,,0.0015413806540891528,,,,
8,278,,,0.0,0.0003995349688921124,0.0,0.0
8,278,0.011439995840191841,,,,,
9,299,,0.00029076679493300617,,,,
9,309,,,0.0,0.0003274253976996988,0.0,0.0
9,309,0.010376989841461182,,,,,
10,340,,,0.0,0.0002767652622424066,0.0,0.0
10,340,0.009990651160478592,,,,,
11,349,,0.0003451143275015056,,,,
11,371,,,0.0,0.00027627829695120454,0.0,0.0
11,371,0.010577335022389889,,,,,
12,399,,0.0002771631989162415,,,,
12,402,,,0.0,0.0002793295425362885,0.0,0.0
12,402,0.009973790496587753,,,,,
13,433,,,0.0,0.00020839896751567721,0.0,0.0
13,433,0.01005496084690094,,,,,
14,449,,0.00043509266106411815,,,,
14,464,,,0.0,0.0001983665715670213,0.0,0.0
14,464,0.009534807875752449,,,,,
15,495,,,0.0,0.00024440890410915017,0.0,0.0
15,495,0.009568129666149616,,,,,
16,499,,0.00026861863443627954,,,,
16,526,,,0.0,0.00022634711058344692,0.0,0.0
16,526,0.009008420631289482,,,,,
17,549,,0.0001809897948987782,,,,
17,557,,,0.0,0.0002474710636306554,0.0,0.0
17,557,0.008362049236893654,,,,,
18,588,,,0.0,0.00022761113359592855,0.0,0.0
18,588,0.009072516113519669,,,,,
19,599,,0.0001915902248583734,,,,
19,619,,,0.0,0.00022125679242890328,0.0,0.0
19,619,0.0087217902764678,,,,,
20,649,,0.00016103121743071824,,,,
20,650,,,0.0,0.0002107533800881356,0.0,0.0
20,650,0.008639106526970863,,,,,
21,681,,,0.0,0.000188965248526074,0.0,0.0
21,681,0.008583199232816696,,,,,
22,699,,0.000253453035838902,,,,
22,712,,,0.0,0.0001969729783013463,0.0,0.0
22,712,0.008810658007860184,,,,,
23,743,,,0.0,0.00021188161917962134,0.0,0.0
23,743,0.00849526934325695,,,,,
24,749,,0.0001904157252283767,,,,
24,774,,,0.0,0.0002447534934617579,0.0,0.0
24,774,0.009091008454561234,,,,,
25,799,,0.000234986626310274,,,,
25,805,,,0.0,0.00021636624296661466,0.0,0.0
25,805,0.008765846490859985,,,,,
26,836,,,0.0,0.00021310237934812903,0.0,0.0
26,836,0.00914550106972456,,,,,
27,849,,0.0011048580054193735,,,,
27,867,,,0.0,0.00021271160221658647,0.0,0.0
27,867,0.008297002874314785,,,,,
28,898,,,0.0,0.00017958745593205094,0.0,0.0
28,898,0.008236427791416645,,,,,
29,899,,0.00021146844665054232,,,,
29,929,,,0.0,0.00021258409833535552,0.0,0.0
29,929,0.008450236171483994,,,,,
30,949,,0.021641241386532784,,,,
30,960,,,0.0,0.00020972518541384488,0.0,0.0
30,960,0.008900470100343227,,,,,
31,991,,,0.0,0.0002572097291704267,0.0,0.0
31,991,0.008679887279868126,,,,,
32,999,,0.00023371090355794877,,,,
32,1022,,,0.0,0.00020137957471888512,0.0,0.0
32,1022,0.008893485181033611,,,,,
33,1049,,0.03783198073506355,,,,
33,1053,,,0.0,0.00018612454005051404,0.0,0.0
33,1053,0.00880592130124569,,,,,
34,1084,,,0.0,0.00021876773098483682,0.0,0.0
34,1084,0.008403673768043518,,,,,
35,1099,,0.0002107934997184202,,,,
35,1115,,,0.0,0.00023661150771658868,0.0,0.0
35,1115,0.00861270073801279,,,,,
36,1146,,,0.0,0.0002534024533815682,0.0,0.0
36,1146,0.008274350315332413,,,,,
37,1149,,0.0001742686436045915,,,,
37,1177,,,0.0,0.000188025354873389,0.0,0.0
37,1177,0.008598552085459232,,,,,
38,1199,,0.0002329845738131553,,,,
38,1208,,,0.0,0.0002087753382511437,0.0,0.0
38,1208,0.00847646128386259,,,,,
39,1239,,,0.0,0.00023433110618498176,0.0,0.0
39,1239,0.009092424996197224,,,,,
40,1249,,0.00021237085456959903,,,,
40,1270,,,0.0,0.0002742071228567511,0.0,0.0
40,1270,0.008834783919155598,,,,,
41,1299,,0.0002003362460527569,,,,
41,1301,,,0.0,0.00022276728122960776,0.0,0.0
41,1301,0.008945746347308159,,,,,
42,1332,,,0.0,0.0002080329868476838,0.0,0.0
42,1332,0.008730964735150337,,,,,
43,1349,,0.00031639926601201296,,,,
43,1363,,,0.0,0.00021081582235638052,0.0,0.0
43,1363,0.008935254067182541,,,,,
44,1394,,,0.0,0.0002559427812229842,0.0,0.0
44,1394,0.008583183400332928,,,,,
45,1399,,0.00023122329730540514,,,,
45,1425,,,0.0,0.00019868265371769667,0.0,0.0
45,1425,0.008972279727458954,,,,,
46,1449,,0.00019220216199755669,,,,
46,1456,,,0.0,0.00020495681383181363,0.0,0.0
46,1456,0.008294674567878246,,,,,
47,1487,,,0.0,0.00021422799909487367,0.0,0.0
47,1487,0.008984447456896305,,,,,
48,1499,,0.04272890090942383,,,,
48,1518,,,0.0,0.0002499993715900928,0.0,0.0
48,1518,0.00848339218646288,,,,,
49,1549,,0.00013626337749883533,,,,
49,1549,,,0.0,0.00023175081878434867,0.0,0.0
49,1549,0.008920433931052685,,,,,
50,1580,,,0.0,0.0002775080210994929,0.0,0.0
50,1580,0.008935674093663692,,,,,
51,1599,,0.05829630792140961,,,,
51,1611,,,0.0,0.00023776003217790276,0.0,0.0
51,1611,0.00890730507671833,,,,,
52,1642,,,0.0,0.0002367881970712915,0.0,0.0
52,1642,0.008334243670105934,,,,,
53,1649,,0.04486175999045372,,,,
53,1673,,,0.0,0.00021978981385473162,0.0,0.0
53,1673,0.008700365200638771,,,,,
54,1699,,0.00026201916625723243,,,,
54,1704,,,0.0,0.0002452100452501327,0.0,0.0
54,1704,0.008851336315274239,,,,,
55,1735,,,0.0,0.00022168896975927055,0.0,0.0
55,1735,0.008544127456843853,,,,,
56,1749,,0.0002632996765896678,,,,
56,1766,,,0.0,0.0002379447832936421,0.0,0.0
56,1766,0.008732530288398266,,,,,
57,1797,,,0.0,0.00020994804799556732,0.0,0.0
57,1797,0.009098422713577747,,,,,
58,1799,,0.00020201154984533787,,,,
58,1828,,,0.0,0.00020605149620678276,0.0,0.0
58,1828,0.008677937090396881,,,,,
59,1849,,0.024188019335269928,,,,
59,1859,,,0.0,0.00018774799536913633,0.0,0.0
59,1859,0.008866074495017529,,,,,
