epoch,step,train_loss_epoch,train_loss_step,val_f1,val_loss,val_precision,val_recall
45,2069,,,0.0,9.795026016945485e-07,0.0,0.0
45,2069,1.0515250323805958e-06,,,,,
46,2099,,1.0430807151351473e-06,,,,
46,2114,,,0.0,9.397661528964818e-07,0.0,0.0
46,2114,9.882779750114423e-07,,,,,
47,2149,,8.866186931300035e-07,,,,
47,2159,,,0.0,8.742010777496034e-07,0.0,0.0
47,2159,9.324814982392127e-07,,,,,
48,2199,,8.866186931300035e-07,,,,
48,2204,,,0.0,8.225437682085612e-07,0.0,0.0
48,2204,8.852944688442221e-07,,,,,
49,2249,,8.568164275857271e-07,,,,
49,2249,,,0.0,8.344647426383744e-07,0.0,0.0
49,2249,8.386041372432373e-07,,,,,
50,2294,,,0.0,7.688996106480772e-07,0.0,0.0
50,2294,7.995300279617368e-07,,,,,
51,2299,,7.674094604226411e-07,,,,
51,2339,,,0.0,7.410841931232426e-07,0.0,0.0
51,2339,7.556543550890638e-07,,,,,
52,2349,,7.003543487371644e-07,,,,
52,2384,,,0.0,6.874399787193397e-07,0.0,0.0
52,2384,7.14758925823844e-07,,,,,
53,2399,,6.258485427679261e-07,,,,
53,2429,,,0.0,6.576376563316444e-07,0.0,0.0
53,2429,6.834665100541315e-07,,,,,
54,2449,,6.705520263494691e-07,,,,
54,2474,,,0.0,6.278353339439491e-07,0.0,0.0
54,2474,6.448890985666367e-07,,,,,
55,2499,,6.183979621710023e-07,,,,
55,2519,,,0.0,5.821385684612324e-07,0.0,0.0
55,2519,6.177358500281116e-07,,,,,
56,2549,,5.73694592276297e-07,,,,
56,2564,,,0.0,5.543230940929789e-07,0.0,0.0
56,2564,5.880991125195578e-07,,,,,
57,2599,,5.662440116793732e-07,,,,
57,2609,,,0.0,5.245207717052836e-07,0.0,0.0
57,2609,5.635949946736218e-07,,,,,
58,2649,,5.140899475009064e-07,,,,
58,2654,,,0.0,5.00678879689076e-07,0.0,0.0
58,2654,5.344549549590738e-07,,,,,
59,2699,,4.917382057101349e-07,,,,
59,2699,,,0.0,4.788238356923102e-07,0.0,0.0
59,2699,5.119376282891608e-07,,,,,
60,2744,,,0.0,4.649160985081835e-07,0.0,0.0
60,2744,4.867712277700775e-07,,,,,
61,2749,,4.917382057101349e-07,,,,
61,2789,,,0.0,4.629292789104511e-07,0.0,0.0
61,2789,4.667374469136121e-07,,,,,
62,2799,,4.6938646391936345e-07,,,,
62,2834,,,0.0,4.410742633353948e-07,0.0,0.0
62,2834,4.4604138338399935e-07,,,,,
63,2849,,4.4703472212859197e-07,,,,
63,2879,,,0.0,4.152456369865831e-07,0.0,0.0
63,2879,4.233585002566542e-07,,,,,
64,2899,,4.246830087595299e-07,,,,
64,2924,,,0.0,3.933905929898174e-07,0.0,0.0
64,2924,4.069672172590799e-07,,,,,
65,2949,,3.799795535996964e-07,,,,
65,2969,,,0.0,3.73522368590784e-07,0.0,0.0
65,2969,3.890858408794884e-07,,,,,
66,2999,,3.799795535996964e-07,,,,
66,3014,,,0.0,3.6358827060212207e-07,0.0,0.0
66,3014,3.73687981891635e-07,,,,,
67,3049,,3.4272665061507723e-07,,,,
67,3059,,,0.0,3.3775958740989154e-07,0.0,0.0
67,3059,3.617670358835312e-07,,,,,
68,3099,,3.5017723121200106e-07,,,,
68,3104,,,0.0,3.278254894212296e-07,0.0,0.0
68,3104,3.4570689422253054e-07,,,,,
69,3149,,3.278254894212296e-07,,,,
69,3149,,,0.0,3.159045434131258e-07,0.0,0.0
69,3149,3.317991570384038e-07,,,,,
70,3194,,,0.0,3.0597044542446383e-07,0.0,0.0
70,3194,3.164012980505504e-07,,,,,
71,3199,,3.129243282273819e-07,,,,
71,3239,,,0.0,2.900758886426047e-07,0.0,0.0
71,3239,3.019968346507085e-07,,,,,
72,3249,,2.831220058396866e-07,,,,
72,3284,,,0.0,2.781549426345009e-07,0.0,0.0
72,3284,2.885857952605875e-07,,,,,
73,3299,,2.831220058396866e-07,,,,
73,3329,,,0.0,2.7418130343903613e-07,0.0,0.0
73,3329,2.7500919941303437e-07,,,,,
74,3349,,2.607702640489151e-07,,,,
74,3374,,,0.0,2.622603858526418e-07,0.0,0.0
74,3374,2.6656519480638963e-07,,,,,
75,3399,,2.4586910285506747e-07,,,,
75,3419,,,0.0,2.523262594422704e-07,0.0,0.0
75,3419,2.5547211635057465e-07,,,,,
76,3449,,2.3841855067985307e-07,,,,
76,3464,,,0.0,2.463658006490732e-07,0.0,0.0
76,3464,2.495116575573775e-07,,,,,
77,3499,,2.4586910285506747e-07,,,,
77,3509,,,0.0,2.3444491148438829e-07,0.0,0.0
77,3509,2.42888916091033e-07,,,,,
78,3549,,2.3841855067985307e-07,,,,
78,3554,,,0.0,2.245107992848716e-07,0.0,0.0
78,3554,2.3908083335300034e-07,,,,,
79,3599,,2.3841853646899835e-07,,,,
79,3599,,,0.0,2.245107992848716e-07,0.0,0.0
79,3599,2.3229252121836907e-07,,,,,
80,3644,,,0.0,2.1258986748762254e-07,0.0,0.0
80,3644,2.243452428274395e-07,,,,,
81,3649,,2.3096797008292924e-07,,,,
81,3689,,,0.0,1.9868211609264108e-07,0.0,0.0
81,3689,2.1987489162711427e-07,,,,,
82,3699,,2.0861622829215776e-07,,,,
82,3734,,,0.0,1.966952964949087e-07,0.0,0.0
82,3734,2.0828510116643884e-07,,,,,
83,3749,,1.8626448650138627e-07,,,,
83,3779,,,0.0,1.927216572994439e-07,0.0,0.0
83,3779,1.9586747157518403e-07,,,,,
84,3799,,1.937150670983101e-07,,,,
84,3824,,,0.0,1.8080073971304955e-07,0.0,0.0
84,3824,1.8676119850624673e-07,,,,,
85,3849,,1.5646217832454568e-07,,,,
85,3869,,,0.0,1.629193491226033e-07,0.0,0.0
85,3869,1.7169446664411225e-07,,,,,
86,3899,,1.639127589214695e-07,,,,
86,3914,,,0.0,1.629193491226033e-07,0.0,0.0
86,3914,1.6010469039429154e-07,,,,,
87,3949,,1.4901159772762185e-07,,,,
87,3959,,,0.0,1.5894570992713852e-07,0.0,0.0
87,3959,1.5199182712422044e-07,,,,,
88,3999,,1.2665985593685036e-07,,,,
88,4004,,,0.0,1.4305113893442467e-07,0.0,0.0
88,4004,1.433822802709983e-07,,,,,
89,4049,,1.2665985593685036e-07,,,,
89,4049,,,0.0,1.4503795853215706e-07,0.0,0.0
89,4049,1.3576612900578766e-07,,,,,
90,4094,,,0.0,1.33117026734908e-07,0.0,0.0
90,4094,1.3146134847374924e-07,,,,,
91,4099,,1.341104365337742e-07,,,,
91,4139,,,0.0,1.311302071371756e-07,0.0,0.0
91,4139,1.26990997273424e-07,,,,,
92,4149,,1.1920928244535389e-07,,,,
92,4184,,,0.0,1.2318292874624603e-07,0.0,0.0
92,4184,1.2649428526856354e-07,,,,,
93,4199,,1.1920928244535389e-07,,,,
93,4229,,,0.0,1.2119610914851364e-07,0.0,0.0
93,4229,1.2235507540481194e-07,,,,,
94,4249,,1.1920928244535389e-07,,,,
94,4274,,,0.0,1.2119610914851364e-07,0.0,0.0
94,4274,1.2103053848022682e-07,,,,,
95,4299,,1.2665985593685036e-07,,,,
95,4319,,,0.0,1.2119610914851364e-07,0.0,0.0
95,4319,1.2003712868136063e-07,,,,,
96,4349,,1.1920928244535389e-07,,,,
96,4364,,,0.0,1.2119610914851364e-07,0.0,0.0
96,4364,1.2036825580707955e-07,,,,,
97,4399,,1.1920928244535389e-07,,,,
97,4409,,,0.0,1.2119610914851364e-07,0.0,0.0
97,4409,1.198715580130738e-07,,,,,
98,4449,,1.1920928244535389e-07,,,,
98,4454,,,0.0,1.2119610914851364e-07,0.0,0.0
98,4454,1.1954041667650017e-07,,,,,
99,4499,,1.1920928244535389e-07,,,,
99,4499,,,0.0,1.2119610914851364e-07,0.0,0.0
99,4499,1.1920928244535389e-07,,,,,
